"variable","permutation","dropout_loss","label"
"FOS",7,0.345648604269294,"GLM"
"ESR2",7,0.311986863711002,"GLM"
"CD36",7,0.262725779967159,"GLM"
"ESR1",7,0.296387520525452,"GLM"
"NOS1",7,0.279146141215107,"GLM"
"IGF1",7,0.25944170771757,"GLM"
"FURIN",7,0.341543513957307,"GLM"
"SOX9",7,0.313628899835796,"GLM"
"NOTCH2",7,0.317733990147783,"GLM"
"DNMT3A",7,0.270114942528736,"GLM"
"NRP1",7,0.279146141215107,"GLM"
"CSF2",7,0.287356321839081,"GLM"
"DNMT3B",7,0.300492610837438,"GLM"
"PTGS1",7,0.295566502463054,"GLM"
"CHUK",7,0.288998357963875,"GLM"
"CD40",7,0.328407224958949,"GLM"
"BRCA1",7,0.275862068965517,"GLM"
"CYP3A4",7,0.32512315270936,"GLM"
"CYP27A1",7,0.270114942528736,"GLM"
"Type",7,0.288998357963875,"GLM"
"_baseline_",7,0.474548440065681,"GLM"
"_full_model_",8,0.288998357963875,"GLM"
"IL1B",8,0.270114942528736,"GLM"
"BCHE",8,0.297208538587849,"GLM"
"PTGS2",8,0.258620689655172,"GLM"
"IL6",8,0.300492610837439,"GLM"
"INS",8,0.331691297208539,"GLM"
"XDH",8,0.334975369458128,"GLM"
"EPHX2",8,0.32512315270936,"GLM"
"SLC6A4",8,0.324302134646962,"GLM"
"GSR",8,0.27504105090312,"GLM"
"NQO1",8,0.283251231527094,"GLM"
"ADRB2",8,0.279967159277504,"GLM"
"AKT1",8,0.32512315270936,"GLM"
"AGT",8,0.332512315270936,"GLM"
"NR3C1",8,0.298029556650246,"GLM"
"CCR7",8,0.318555008210181,"GLM"
"HMGCR",8,0.38423645320197,"GLM"
"GHRL",8,0.310344827586207,"GLM"
"CXCR4",8,0.357142857142857,"GLM"
"ARRB2",8,0.270935960591133,"GLM"
"TGFB1",8,0.275862068965517,"GLM"
"C3",8,0.38423645320197,"GLM"
"APOE",8,0.293924466338259,"GLM"
"FOS",8,0.424466338259442,"GLM"
"ESR2",8,0.293924466338259,"GLM"
"CD36",8,0.293103448275862,"GLM"
"ESR1",8,0.294745484400657,"GLM"
"NOS1",8,0.282430213464696,"GLM"
"IGF1",8,0.272577996715928,"GLM"
"FURIN",8,0.313628899835796,"GLM"
"SOX9",8,0.283251231527094,"GLM"
"NOTCH2",8,0.266009852216749,"GLM"
"DNMT3A",8,0.215106732348112,"GLM"
"NRP1",8,0.280788177339901,"GLM"
"CSF2",8,0.295566502463054,"GLM"
"DNMT3B",8,0.284893267651888,"GLM"
"PTGS1",8,0.270114942528736,"GLM"
"CHUK",8,0.288998357963875,"GLM"
"CD40",8,0.411330049261084,"GLM"
"BRCA1",8,0.258620689655172,"GLM"
"CYP3A4",8,0.339080459770115,"GLM"
"CYP27A1",8,0.288998357963875,"GLM"
"Type",8,0.288998357963875,"GLM"
"_baseline_",8,0.474548440065681,"GLM"
"_full_model_",9,0.288998357963875,"GLM"
"IL1B",9,0.270114942528736,"GLM"
"BCHE",9,0.295566502463054,"GLM"
"PTGS2",9,0.276683087027915,"GLM"
"IL6",9,0.275862068965517,"GLM"
"INS",9,0.286535303776683,"GLM"
"XDH",9,0.320197044334975,"GLM"
"EPHX2",9,0.304597701149425,"GLM"
"SLC6A4",9,0.307881773399015,"GLM"
"GSR",9,0.293924466338259,"GLM"
"NQO1",9,0.27504105090312,"GLM"
"ADRB2",9,0.270114942528736,"GLM"
"AKT1",9,0.293924466338259,"GLM"
"AGT",9,0.29064039408867,"GLM"
"NR3C1",9,0.289819376026273,"GLM"
"CCR7",9,0.38423645320197,"GLM"
"HMGCR",9,0.460591133004926,"GLM"
"GHRL",9,0.298850574712644,"GLM"
"CXCR4",9,0.355500821018062,"GLM"
