"gene"
"AC036176.1"
"RPL32P3"
"AC005332.9"
"SNORA33"
"AC004812.2"
"AC004918.1"
"AC006978.1"
"AC010342.1"
"AC061992.1"
"AC115618.2"
"AL021707.6"
"AL136295.7"
"AC009093.1"
"AC131206.1"
"AC027309.2"
"AC016065.1"
"AC019186.1"
"AC068152.1"
"AL359915.2"
"AC018926.2"
"AC024940.1"
"AC092017.1"
"AL078621.1"
"AC012360.3"
"AL049597.2"
"AL596087.1"
"RP11-392P7.6"
"MT-TC"
"AL049840.4"
"AC016747.1"
"RPL23AP82"
"RPLP0P6"
"RPL15P3"
"AC005696.1"
"AC006971.1"
"AC008555.5"
"AC008610.1"
"AC010326.4"
"AC011451.1"
"AC012676.5"
"AC016590.3"
"AC025569.1"
"AC093484.5"
"AC093495.1"
"AC127070.3"
"AC136475.5"
"AL021707.7"
"IGKV1D-13"
"AC025271.4"
"AL121957.1"
"RP11-60A8.1"
"RP11-508M8.1"
"AC007182.2"
"AL035071.1"
"RPL37AP1"
"AC083799.1"
"AC019205.2"
"AL596244.1"
"AC245297.1"
"AL390728.6"
"AL160006.1"
"AC018647.2"
"RP11-125O18.1"
"AC116347.1"
"AC004148.2"
"AC012313.1"
"AC010642.2"
"AC108463.3"
"AL451165.2"
"AC025198.1"
"AC004877.2"
"AC012603.1"
"AC016831.5"
"AC025048.2"
"AC067735.1"
"AC120114.2"
"AL031282.1"
"AL096829.2"
"AC002064.2"
"AC008507.1"
"AC145098.2"
"AL390879.2"
"AL512625.1"
"AC092718.4"
"AC093162.1"
"AL358472.1"
"RPS15AP38"
"AL590094.1"
"AC060766.4"
"IGHV1-18"
"AC009093.2"
"AC093752.1"
"AC005726.4"
"AC002310.6"
"AC005537.1"
"AC005736.1"
"AC005884.2"
"AC005921.3"
"AC007342.7"
"AC007686.3"
"AC007728.2"
"AC008946.1"
"AC009951.1"
"AC010894.5"
"AC012640.2"
"AC017071.1"
"AC021188.1"
"AC021205.3"
"AC021242.3"
"AC027307.2"
"AC048380.2"
"AC066613.1"
"AC067931.1"
"AC073349.2"
"AC078883.1"
"AC079316.1"
"AC087645.2"
"AC087763.1"
"AC092828.1"
"AC093726.2"
"AC103739.1"
"AC104118.1"
"AC109925.1"
"AC114495.2"
"AC126768.2"
"AC130469.1"
"AC135050.3"
"AC139713.2"
"AL022311.1"
"AL023284.4"
"AL031055.1"
"AL035587.1"
"AL049776.1"
"AL117190.1"
"AL122125.1"
"AL133227.1"
"AL133338.2"
"AL139220.2"
"AL449212.1"
"AL513550.1"
"AL583856.2"
"SNORA19"
"AC010240.1"
"AC010894.2"
"AC020915.3"
"AC080013.6"
"AC093382.1"
"AC116618.1"
"AC244517.7"
"AL161457.2"
"AL627402.1"
"AC007750.1"
"AC007773.1"
"AC016866.2"
"AC022467.1"
"AC078777.1"
"AC234582.1"
"AL034549.2"
"AL121994.1"
"AL391056.1"
"AL592424.1"
"SNORD113-3"
"AC027237.3"
"RP11-399E6.4"
"RP11-107M16.2"
"RP11-205K6.1"
"RP11-202D1.2"
"AC120049.1"
"AC073869.1"
"RP11-394O4.5"
"AL080317.1"
"AC006453.2"
"AC138393.1"
"AC079414.3"
"AL133215.2"
"AC008556.1"
"AC108673.3"
"AL513343.1"
"AC127502.2"
"AC093462.1"
"AC108463.2"
"AL136295.5"
"AL356258.1"
"AL359921.2"
"AC110285.2"
"AC105384.1"
"AC004846.1"
"AC004908.2"
"AC006042.4"
"AC006141.1"
"AC006460.1"
"AC006504.1"
"AC007384.1"
"AC007537.1"
"AC007879.3"
"AC008608.2"
"AC008957.1"
"AC009095.1"
"AC009108.3"
"AC009263.1"
"AC009812.3"
"AC009831.1"
"AC009948.3"
"AC010401.2"
"AC010733.1"
"AC011239.2"
"AC011447.3"
"AC011489.1"
"AC012184.3"
"AC015908.2"
"AC015912.3"
"AC016722.2"
"AC017015.2"
"AC018766.1"
"AC020893.1"
"AC020904.2"
"AC021851.1"
"AC024560.3"
"AC067817.2"
"AC068760.1"
"AC068790.2"
"AC069148.1"
"AC069208.1"
"AC073073.1"
"AC079834.2"
"AC080128.2"
"AC087273.2"
"AC090286.2"
"AC090510.2"
"AC092155.1"
"AC092279.1"
"AC092724.1"
"AC093155.2"
"AC093423.2"
"AC093503.3"
"AC093677.2"
"AC096887.2"
"AC097461.1"
"AC098851.1"
"AC099677.1"
"AC100810.3"
"AC100821.2"
"AC104109.4"
"AC104117.3"
"AC107871.1"
"AC108010.1"
"AC108134.2"
"AC109322.1"
"AC127024.4"
"AC127070.5"
"AC132938.3"
"AC133134.1"
"AC133552.6"
"AC135983.3"
"AC145676.1"
"AC232271.1"
"AL022157.1"
"AL031595.3"
"AL035461.2"
"AL049597.1"
"AL049647.1"
"AL078644.1"
"AL109811.2"
"AL117344.1"
"AL136088.1"
"AL139353.2"
"AL162171.2"
"AL355376.2"
"AL355388.2"
"AL355916.1"
"AL356489.2"
"AL356966.1"
"AL359881.1"
"AL360270.1"
"AL445483.1"
"AL512408.1"
"AL513477.1"
"AL589674.1"
"AL590682.1"
"AL592293.1"
"AL645924.2"
"AL662907.2"
"AL691403.2"
"MIR3942"
"RPL29P14"
"RPL36AP48"
"RPL39P36"
"RPS2P44"
"RPS3AP38"
"SNORA3B"
"AC005476.2"
"AC006028.1"
"AC010615.2"
"AC021752.1"
"AC091799.1"
"AC092140.2"
"AC092745.2"
"AC138028.6"
"AL031587.5"
"AL136040.1"
"AL157938.2"
"AL359697.1"
"AL359715.2"
"AL359922.2"
"RPL30P14"
"RPSAP47"
"AC003986.3"
"AC018648.1"
"AC018755.3"
"AC020637.1"
"AC026782.1"
"AC063976.2"
"AC092667.1"
"AC107067.1"
"AC116348.1"
"AC127540.1"
"AL021393.1"
"AL031847.1"
"AL133517.1"
"AL160408.5"
"AL357992.1"
"AL589843.2"
"AL590648.3"
"AL591686.1"
"SNORD112"
"AC025575.2"
"AL645608.1"
"AL645608.3"
"AC009509.4"
"AC013565.1"
"AC019171.1"
"AC112178.1"
"AL162274.3"
"AL365356.5"
"AC104232.2"
"RP11-676J15.1"
"AC006262.5"
"AC007064.24"
"AC092069.1"
"RPS18P12"
"AC141586.1"
"RP11-90L1.8"
"AC092747.4"
"AL139353.3"
"AC241952.1"
"AC092171.2"
"AC138392.1"
"AC024896.1"
"AC093323.1"
"AC004656.1"
"AC098487.1"
"AC008124.1"
"AL121821.1"
"AC009283.1"
"AL136126.1"
"AC005839.1"
"AC006480.2"
"AC026471.1"
"AC106786.1"
"AC069366.2"
"AC090204.1"
"AC091182.2"
"AC108449.2"
"AC142472.1"
"AL049779.3"
"AL356488.3"
"AL928654.5"
"RP11-402P6.11"
"AC117395.1"
"AL513175.2"
"AC107075.1"
"AC040160.1"
"AC009302.1"
"AC106872.2"
"AC024075.2"
"AC113404.3"
"AL035404.1"
"AL133355.1"
"AC091271.1"
"AC245100.4"
"AL158212.3"
"AC110994.2"
"AC004160.1"
"AC093673.1"
"RPS19P3"
"AL078581.1"
"AL021368.2"
"AC006504.8"
"AC012467.2"
"AC026356.1"
"AC092645.1"
"AC068888.1"
"AC098614.1"
"AC021078.1"
"AC008429.2"
"AC093535.2"
"AC064799.1"
"AC099805.1"
"AL391058.1"
"AC027031.2"
"AC007388.1"
"AL513283.1"
"AL080243.2"
"AC099786.3"
"RP11-473M20.16"
"AL035458.1"
"AC104837.1"
"AL021707.2"
"AL355488.1"
"AC004825.2"
"AC010099.1"
"AC090825.1"
"AL157394.1"
"AL158211.5"
"AL161669.3"
"AL512598.1"
"MT-TH"
"AC008567.3"
"AC027097.1"
"AC073335.2"
"AL138724.1"
"AC004791.2"
"AC100810.1"
"AC106795.1"
"RP11-417E7.2"
"AC080112.1"
"AL035398.1"
"AL359752.1"
"AC005332.8"
"AC008771.1"
"AC002546.1"
"RPS20P14"
"AC012306.2"
"AC005154.1"
"AL356417.2"
"RPS15AP11"
"AL691432.2"
"AC084880.1"
"RPL11P3"
"AC004947.2"
"AC005083.1"
"AC005224.1"
"AC006378.1"
"AC006435.2"
"AC007496.2"
"AC009126.1"
"AC011498.7"
"AC011979.1"
"AC016876.1"
"AC018413.1"
"AC018628.1"
"AC018816.1"
"AC022400.1"
"AC022893.1"
"AC023421.1"
"AC025164.2"
"AC025449.1"
"AC027702.1"
"AC064805.1"
"AC073611.1"
"AC079780.1"
"AC087672.3"
"AC090517.2"
"AC090686.1"
"AC092279.2"
"AC092437.1"
"AC095055.1"
"AC096586.2"
"AC097103.2"
"AC097662.1"
"AC104809.2"
"AC107983.1"
"AC122688.3"
"AC124045.1"
"AC124798.1"
"AC136352.5"
"AC245060.6"
"AC245140.2"
"AL049840.5"
"AL080317.3"
"AL162586.1"
"AL353637.1"
"AL356235.1"
"AL356512.1"
"AL590617.2"
"AL645728.1"
"AL844908.1"
"IGKJ5"
"IGKV1-8"
"RPS29P16"
"SNORD3B-1"
"AC079315.1"
"AC126474.1"
"AC244021.1"
"AL109924.2"
"AC005828.5"
"AC068987.5"
"AC079467.1"
"AC096540.1"
"AC112206.3"
"AL132822.1"
"IGKV1-17"
"RP11-389G6.5"
"RP11-506B6.6"
"RP11-1149M10.1"
"RP11-203J24.8"
"RP11-818F20.5"
"RP11-143K11.7"
"AC004801.6"
"AC004951.4"
"AC004967.1"
"AC024610.2"
"AC034206.1"
"AC079416.1"
"AC079416.2"
"AC092910.3"
"AC093788.1"
"AC106886.3"
"AC138470.1"
"AL035252.3"
"AL035681.1"
"AL132656.2"
"AL161891.1"
"AL161935.3"
"AL360270.3"
"SNORD91A"
"TRAV17"
"AC124319.3"
"AL136040.2"
"RPS12P16"
"AC005330.1"
"AC013472.3"
"AL049539.1"
"AL357568.2"
"AL512506.1"
"AC008147.3"
"AC009806.1"
"AC109779.1"
"AC123768.4"
"AL359075.1"
"AC007406.5"
"AC125257.1"
"RPL26P30"
"AC015726.1"
"AC090114.2"
"MIR155HG"
"AL592528.1"
"AC010980.2"
"AC034236.2"
"AC007541.1"
"AC010618.3"
"AC023283.1"
"AC083964.1"
"AC127496.7"
"AL139100.1"
"AL161421.1"
"AL596202.1"
"RPL12P19"
"RPL23AP53"
"RPLP0P2"
"AC027559.1"
"AC022868.1"
"RPS4XP11"
"AC015922.4"
"AC007405.3"
"AC006001.3"
"AC024075.1"
"AL049838.1"
"AL357054.4"
"AC005332.6"
"AC009948.1"
"AC135983.2"
"AL137026.1"
"RP11-138A9.1"
"DDX3Y"
"TPX2"
"CKS2"
"TUBB4B"
"JPT1"
"CDC25C"
"CENPE"
"IER3"
"NR4A3"
"RGS5"
"MCAM"
"TRAC"
"NKG7"
"KRT5"
"KRT6A"
"KRT13"
"DSP"
"MZB1"
"CD79A"
"ACP5"
