"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_gap"
7.44979410443188e-25,1.3950412059997,0.437,0.255,4.05954180338702e-20,"1","S100A9",0.182
3.56516221160752e-91,1.27584503021902,0.894,0.68,1.94272819234917e-86,"1","CTHRC1",0.214
1.85488147645887e-21,1.23909199626636,0.322,0.139,1.01076201415197e-16,"1","HBA2",0.183
2.81549493247986e-44,1.21605167250586,0.749,0.512,1.53421949860693e-39,"1","CXCL13",0.237
4.28642118557404e-52,1.20843075797965,0.527,0.226,2.33575663244301e-47,"1","HBB",0.301
1.82861396863369e-41,1.1232327782338,0.721,0.533,9.96448323787872e-37,"1","ASPN",0.188
1.12780644108069e-20,0.84217612573644,0.667,0.507,6.14564285873691e-16,"1","ATP5I",0.16
5.59768418061978e-30,0.698928703506576,0.75,0.497,3.05029006370333e-25,"1","POSTN",0.253
4.61674931204166e-23,0.680594569796486,0.627,0.393,2.51575903511774e-18,"1","XIST",0.234
5.19655224720543e-21,0.602657206403515,0.373,0.196,2.83170525054718e-16,"1","COMP",0.177
3.01172322618333e-45,2.38561214136023,0.425,0.166,1.64114822041182e-40,"2","ABCA8",0.259
6.61801568353215e-74,2.11623239329088,0.768,0.586,3.60628910627034e-69,"2","APOD",0.182
3.04383668434606e-39,1.32921725528417,0.635,0.475,1.65864748603386e-34,"2","PLAC9",0.16
4.55380865481546e-100,1.3141138775732,0.949,0.791,2.48146141218204e-95,"2","ADIRF",0.158
3.73160545064693e-33,1.15484973361335,0.667,0.508,2.03342644216653e-28,"2","RPL36A",0.159
4.39071114814263e-60,9.05925665759293,0.252,0.001,2.39258631884588e-55,"3","SNORD3A",0.251
4.47239049424148e-49,8.7099705559554,0.207,0,2.43709502812207e-44,"3","PTMAP5",0.207
3.8812795287978e-63,8.41689546251061,0.251,0.001,2.1149868408325e-58,"3","AC034102.1",0.25
7.43047089013565e-44,8.18197087483905,0.184,0,4.04901219745272e-39,"3","AC084824.1",0.184
